state,year,household_renter_occ_ratio,household_owner_occ_ratio
,2005,0.264107128073516,0.735892871926484
,2006,0.251139525308155,0.748860474691845
,2007,0.2526043410258521,0.7473956589741478
,2008,0.2674070178536469,0.732592982146353
,2009,0.2715737917248835,0.7284262082751165
,2010,0.2927510560021801,0.7072489439978198
,2011,0.2945214086054185,0.7054785913945816
,2012,0.299349402762703,0.700650597237297
,2013,0.2976481880912532,0.7023518119087467
,2014,0.3103636658981644,0.6896363341018356
,2015,0.301485535073872,0.6985144649261279
,2016,0.3058920007473997,0.6941079992526002
,2017,0.3183706069803145,0.6816293930196855
,2018,0.3118503526447964,0.6881496473552036
,2019,0.2981157094712259,0.7018842905287741
RI,2005,0.3301370632404407,0.6698629367595592
RI,2006,0.32193159346505,0.6780684065349499
RI,2007,0.3166440711268297,0.6833559288731703
RI,2008,0.3188556674861447,0.6811443325138553
RI,2009,0.3258205443495944,0.6741794556504055
RI,2010,0.3512660076042616,0.6487339923957384
RI,2011,0.3595121743259977,0.6404878256740023
RI,2012,0.3643785893692225,0.6356214106307774
RI,2013,0.36686096041335,0.6331390395866501
RI,2014,0.3739062920822896,0.6260937079177104
RI,2015,0.3703762836812331,0.6296237163187669
RI,2016,0.3783869370231455,0.6216130629768545
RI,2017,0.3524198817940189,0.647580118205981
RI,2018,0.3494278032131201,0.6505721967868798
RI,2019,0.3373249808534454,0.6626750191465546
SC,2005,0.284948496108738,0.7150515038912619
SC,2006,0.2826314687281234,0.7173685312718765
SC,2007,0.2859586281825715,0.7140413718174284
SC,2008,0.2844124675892842,0.7155875324107157
SC,2009,0.2940552538745095,0.7059447461254905
SC,2010,0.31038335766722,0.68961664233278
SC,2011,0.3061646941903669,0.693835305809633
SC,2012,0.3150675908086882,0.6849324091913118
SC,2013,0.3164746436915006,0.6835253563084994
SC,2014,0.3190834580386423,0.6809165419613576
SC,2015,0.3153247301146689,0.6846752698853311
SC,2016,0.3078614590374164,0.6921385409625835
SC,2017,0.3046751128607441,0.6953248871392559
SC,2018,0.3002333728889736,0.6997666271110263
SC,2019,0.2864323050951687,0.7135676949048313
SD,2005,0.281703356285848,0.718296643714152
SD,2006,0.2685842231715603,0.7314157768284397
SD,2007,0.2866036939741377,0.7133963060258622
SD,2008,0.270671769433598,0.729328230566402
SD,2009,0.2923597864632007,0.7076402135367992
SD,2010,0.2818843756430427,0.7181156243569573
SD,2011,0.2896898982444992,0.7103101017555007
SD,2012,0.3039711561677836,0.6960288438322164
SD,2013,0.3023630378991272,0.6976369621008728
SD,2014,0.2855428628627651,0.7144571371372349
SD,2015,0.2865376917945297,0.7134623082054703
SD,2016,0.2928724003059737,0.7071275996940263
SD,2017,0.2890178321418913,0.7109821678581087
SD,2018,0.2950310778691617,0.7049689221308383
SD,2019,0.2836108299505902,0.7163891700494098
TN,2005,0.2837758299931676,0.7162241700068324
TN,2006,0.2800334873834516,0.7199665126165484
TN,2007,0.2815012560931008,0.7184987439068993
TN,2008,0.2820694097474517,0.7179305902525484
TN,2009,0.2895274407236269,0.710472559276373
TN,2010,0.3081359087923204,0.6918640912076797
TN,2011,0.3140120587895993,0.6859879412104006
TN,2012,0.3198028584696876,0.6801971415303124
TN,2013,0.3258646173621353,0.6741353826378647
TN,2014,0.3290337159124939,0.6709662840875061
TN,2015,0.3333715448502639,0.6666284551497361
TN,2016,0.3371779788757374,0.6628220211242626
TN,2017,0.3320282994424851,0.6679717005575149
TN,2018,0.320777395289395,0.679222604710605
TN,2019,0.3141177530472124,0.6858822469527875
TX,2005,0.3230388279565957,0.6769611720434043
TX,2006,0.3177992917646308,0.6822007082353692
TX,2007,0.3187015461889687,0.6812984538110313
TX,2008,0.3215630558945109,0.6784369441054892
TX,2009,0.3385390894701356,0.6614609105298643
TX,2010,0.3395789224134001,0.6604210775866
TX,2011,0.3466902648208969,0.6533097351791031
TX,2012,0.3538993826538191,0.6461006173461808
TX,2013,0.3552099555930659,0.6447900444069341
TX,2014,0.3623711799919753,0.6376288200080247
TX,2015,0.3621739873983881,0.6378260126016119
TX,2016,0.361515751296158,0.638484248703842
TX,2017,0.3492840389507072,0.6507159610492927
TX,2018,0.3512361611942725,0.6487638388057275
TX,2019,0.3488694281580386,0.6511305718419613
UT,2005,0.2555033266731208,0.7444966733268792
UT,2006,0.2494431520564788,0.7505568479435212
UT,2007,0.2545282360142603,0.7454717639857398
UT,2008,0.259637711710942,0.7403622882890579
UT,2009,0.258990757577859,0.741009242422141
UT,2010,0.2756412533782707,0.7243587466217293
UT,2011,0.2782666184061097,0.7217333815938902
UT,2012,0.2801509071768488,0.7198490928231511
UT,2013,0.291135430139951,0.708864569860049
UT,2014,0.2876566421012426,0.7123433578987575
UT,2015,0.2828419326058656,0.7171580673941345
UT,2016,0.2761684558106447,0.7238315441893552
UT,2017,0.2707054250571003,0.7292945749428996
UT,2018,0.2645252354966084,0.7354747645033917
UT,2019,0.2528554969384918,0.7471445030615083
VT,2005,0.2454149994188846,0.7545850005811154
VT,2006,0.2345245279765497,0.7654754720234502
VT,2007,0.2424587089962597,0.7575412910037402
VT,2008,0.2461522299557444,0.7538477700442556
VT,2009,0.2504081809457802,0.7495918190542197
VT,2010,0.252526093391783,0.747473906608217
VT,2011,0.2588811882176403,0.7411188117823597
VT,2012,0.2636985959292937,0.7363014040707063
VT,2013,0.2617175871491126,0.7382824128508874
VT,2014,0.2770747464263497,0.7229252535736503
VT,2015,0.2681172088717505,0.7318827911282495
VT,2016,0.2633201747214501,0.7366798252785499
VT,2017,0.2686116364073745,0.7313883635926255
VT,2018,0.2483141577448842,0.7516858422551158
VT,2019,0.2492244537747706,0.7507755462252294
VA,2005,0.2783604414691198,0.7216395585308801
VA,2006,0.2780165134399508,0.7219834865600492
VA,2007,0.2839697851749074,0.7160302148250925
VA,2008,0.2937297824362733,0.7062702175637268
VA,2009,0.2987509289995882,0.7012490710004118
VA,2010,0.3098828830553145,0.6901171169446856
VA,2011,0.3146287649639198,0.6853712350360801
VA,2012,0.3252733989555459,0.6747266010444541
VA,2013,0.3327349227981818,0.6672650772018183
VA,2014,0.3331424948660371,0.6668575051339629
VA,2015,0.3364786948465699,0.6635213051534301
VA,2016,0.3311538225219462,0.6688461774780537
VA,2017,0.3194452513367606,0.6805547486632394
VA,2018,0.3238666197356066,0.6761333802643934
VA,2019,0.3155928469540645,0.6844071530459355
WA,2005,0.3170574088180637,0.6829425911819362
WA,2006,0.3103887635085803,0.6896112364914198
WA,2007,0.3077642058125255,0.6922357941874745
WA,2008,0.3167164723407563,0.6832835276592437
WA,2009,0.3315411136344184,0.6684588863655816
WA,2010,0.3445058765766743,0.6554941234233256
WA,2011,0.353910592796922,0.646089407203078
WA,2012,0.3556377885550079,0.6443622114449921
WA,2013,0.364893677921531,0.635106322078469
WA,2014,0.3640118585727779,0.635988141427222
WA,2015,0.356173260228496,0.6438267397715041
WA,2016,0.3526627583301728,0.6473372416698272
WA,2017,0.3452641167887714,0.6547358832112286
WA,2018,0.3449052987619998,0.6550947012380002
WA,2019,0.3400838588292896,0.6599161411707104
WV,2005,0.2253100042331028,0.7746899957668971
WV,2006,0.2293870400431374,0.7706129599568625
WV,2007,0.228159569041989,0.7718404309580109
WV,2008,0.2345586048841266,0.7654413951158734
WV,2009,0.246864030872378,0.7531359691276219
WV,2010,0.2323518182236307,0.7676481817763693
WV,2011,0.2583907259319307,0.7416092740680693
WV,2012,0.2567703153758751,0.7432296846241249
WV,2013,0.2619945972154879,0.738005402784512
WV,2014,0.261187581767579,0.7388124182324209
WV,2015,0.264760515384701,0.735239484615299
WV,2016,0.26328169033832,0.73671830966168
WV,2017,0.2565870760705147,0.7434129239294853
WV,2018,0.2588639047599544,0.7411360952400456
WV,2019,0.2487788191517828,0.7512211808482172
WI,2005,0.2557531031478206,0.7442468968521794
WI,2006,0.251902255133351,0.748097744866649
WI,2007,0.2633989040772669,0.736601095922733
WI,2008,0.2584655788389624,0.7415344211610375
WI,2009,0.2750287990989794,0.7249712009010205
WI,2010,0.277139736931252,0.722860263068748
WI,2011,0.287471825982087,0.712528174017913
WI,2012,0.2941031786866113,0.7058968213133887
WI,2013,0.2976551426353771,0.7023448573646229
WI,2014,0.3053206525217884,0.6946793474782116
WI,2015,0.3015213016914911,0.6984786983085088
WI,2016,0.2988984010330142,0.7011015989669858
WI,2017,0.2982522252965882,0.7017477747034118
WI,2018,0.2945897849856901,0.7054102150143098
WI,2019,0.2900465520900013,0.7099534479099987
WY,2005,0.258532468004507,0.741467531995493
WY,2006,0.2794484664316033,0.7205515335683966
WY,2007,0.2868675075330066,0.7131324924669933
WY,2008,0.2690007567100101,0.7309992432899899
WY,2009,0.2643994826137447,0.7356005173862552
WY,2010,0.298926187657513,0.7010738123424869
WY,2011,0.2742904663719033,0.7257095336280968
WY,2012,0.304818765296927,0.695181234703073
WY,2013,0.2954588219984138,0.7045411780015862
WY,2014,0.3145766946951724,0.6854233053048275
WY,2015,0.3107695589232889,0.6892304410767112
WY,2016,0.2895514967323808,0.7104485032676191
WY,2017,0.2760261296361172,0.7239738703638827
WY,2018,0.2702979433215623,0.7297020566784377
WY,2019,0.2580480019273045,0.7419519980726955
