GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""19000""",Iowa,4,SAPCE2,12,...,   Other nondurable goods,Dollars,1610,1663,1773,1862,1893,1974,2105,2263,2335,2511,2593,2613,2694,2708,2795,2817,2863,2961,3022,3133,3211,3241,3310,3514
" ""19000""",Iowa,4,SAPCE2,13,..., Services,Dollars,11394,12027,12564,13310,13935,14361,15105,15867,16704,17403,18135,18874,19014,19531,20143,20619,21035,21796,22465,23134,23857,24734,25392,23984
" ""19000""",Iowa,4,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,10808,11350,11835,12534,13070,13478,14162,14965,15797,16446,17217,17827,17903,18375,18935,19342,19739,20474,21104,21681,22359,23177,23845,22254
" ""19000""",Iowa,4,SAPCE2,15,...,   Housing and utilities,Dollars,3181,3313,3455,3686,3939,3965,4164,4362,4651,4803,4972,5146,5175,5306,5490,5570,5742,5891,5990,6088,6244,6498,6734,6901
" ""19000""",Iowa,4,SAPCE2,16,...,   Health care,Dollars,2698,2865,2992,3172,3406,3649,3815,4035,4275,4465,4681,4881,5039,5212,5358,5479,5547,5807,6046,6295,6393,6517,6691,6116
" ""19000""",Iowa,4,SAPCE2,17,...,   Transportation services,Dollars,529,570,585,610,618,607,621,668,705,747,781,797,780,769,794,809,865,931,950,995,1053,1098,1150,947
" ""19000""",Iowa,4,SAPCE2,18,...,   Recreation services,Dollars,736,749,777,779,767,779,830,908,922,968,1043,1073,1092,1091,1094,1143,1129,1127,1121,1124,1126,1173,1195,858
" ""19000""",Iowa,4,SAPCE2,19,...,   Food services and accommodations,Dollars,1072,1114,1142,1220,1237,1285,1347,1418,1494,1562,1630,1704,1692,1703,1770,1863,1922,1991,2086,2154,2199,2258,2299,1924
" ""19000""",Iowa,4,SAPCE2,20,...,   Financial services and insurance,Dollars,1025,1094,1167,1283,1252,1282,1368,1468,1585,1665,1765,1815,1692,1792,1902,1962,2038,2151,2274,2353,2578,2766,2801,2796
" ""19000""",Iowa,4,SAPCE2,21,...,   Other services,Dollars,1566,1646,1718,1785,1851,1911,2016,2108,2165,2236,2346,2412,2433,2503,2527,2515,2496,2577,2637,2670,2766,2866,2974,2712
" ""19000""",Iowa,4,SAPCE2,22,...,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),Dollars,586,678,728,776,865,883,943,902,907,957,918,1046,1111,1156,1208,1276,1296,1321,1361,1453,1498,1558,1547,1730
" ""19000""",Iowa,4,SAPCE2,23,...,   Gross output of nonprofit institutions,Dollars,2098,2216,2297,2378,2572,2696,2804,2844,2924,3001,3023,3207,3382,3509,3622,3755,3812,3866,4037,4236,4317,4426,4492,4408
" ""19000""",Iowa,4,SAPCE2,24,...,   Less: Receipts from sales of goods and services by nonprofit institutions,Dollars,1513,1539,1569,1602,1707,1813,1860,1942,2017,2044,2105,2161,2272,2353,2414,2479,2516,2545,2676,2783,2819,2868,2944,2678
" ""20000""",Kansas,4,SAPCE2,1,...,Per capita personal consumption expenditures,Dollars,19196,20189,21444,22798,23611,24119,25214,26583,27938,29515,30919,31665,30726,31248,32226,32786,33255,34252,34983,35631,36804,38266,39404,38845
" ""20000""",Kansas,4,SAPCE2,2,..., Goods,Dollars,7438,7697,8115,8431,8515,8514,8838,9245,9729,10252,10739,10727,10099,10365,10858,11118,11194,11473,11547,11641,11888,12274,12482,12980
" ""20000""",Kansas,4,SAPCE2,3,...,  Durable goods,Dollars,2630,2811,2969,3040,3079,3122,3177,3308,3361,3477,3644,3429,3203,3256,3294,3471,3452,3576,3757,3817,3872,3989,4027,4280
" ""20000""",Kansas,4,SAPCE2,4,...,   Motor vehicles and parts,Dollars,1134,1219,1297,1288,1343,1367,1331,1338,1319,1293,1346,1208,1154,1240,1267,1400,1375,1446,1576,1593,1640,1710,1710,1795
" ""20000""",Kansas,4,SAPCE2,5,...,   Furnishings and durable household equipment,Dollars,544,590,623,663,668,683,728,786,816,868,904,867,800,788,794,820,821,865,905,948,964,998,1007,1103
" ""20000""",Kansas,4,SAPCE2,6,...,   Recreational goods and vehicles,Dollars,659,685,717,740,725,720,751,800,830,885,924,880,790,761,737,740,743,739,733,742,737,736,761,854
" ""20000""",Kansas,4,SAPCE2,7,...,   Other durable goods,Dollars,293,316,333,349,344,353,367,385,397,430,469,473,459,468,496,511,512,526,542,535,531,545,548,527
" ""20000""",Kansas,4,SAPCE2,8,...,  Nondurable goods,Dollars,4808,4887,5146,5390,5436,5392,5661,5937,6367,6775,7095,7299,6896,7109,7564,7648,7742,7897,7790,7823,8016,8285,8455,8701
" ""20000""",Kansas,4,SAPCE2,9,...,   Food and beverages purchased for off-premises consumption,Dollars,1812,1826,1903,1960,2013,2010,2109,2183,2363,2461,2596,2671,2644,2640,2749,2785,2818,2906,2990,3060,3151,3220,3305,3672
" ""20000""",Kansas,4,SAPCE2,10,...,   Clothing and footwear,Dollars,752,797,813,835,832,819,818,808,823,860,889,887,849,868,896,917,919,929,942,958,949,961,947,890
" ""20000""",Kansas,4,SAPCE2,11,...,   Gasoline and other energy goods,Dollars,576,518,584,699,662,615,712,825,993,1117,1194,1311,959,1114,1388,1398,1408,1358,1053,926,992,1094,1043,737
" ""20000""",Kansas,4,SAPCE2,12,...,   Other nondurable goods,Dollars,1668,1746,1847,1896,1929,1948,2022,2121,2189,2337,2415,2430,2444,2486,2531,2548,2597,2705,2805,2879,2924,3010,3162,3402
" ""20000""",Kansas,4,SAPCE2,13,..., Services,Dollars,11758,12491,13328,14368,15095,15605,16375,17338,18209,19263,20181,20938,20627,20883,21369,21667,22061,22779,23436,23990,24916,25992,26922,25864
" ""20000""",Kansas,4,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,11456,12105,12844,13828,14523,15031,15760,16703,17640,18565,19536,20175,19859,20111,20525,20750,21150,21848,22505,22983,23855,24866,25812,24513
" ""20000""",Kansas,4,SAPCE2,15,...,   Housing and utilities,Dollars,3194,3314,3453,3677,3930,3985,4115,4322,4622,4781,4936,5255,5230,5302,5385,5413,5595,5775,5841,6002,6246,6477,6663,6822
" ""20000""",Kansas,4,SAPCE2,16,...,   Health care,Dollars,2786,2904,3045,3164,3452,3651,3838,4088,4325,4527,4811,5027,5179,5299,5466,5681,5749,5910,6171,6343,6503,6711,7061,6707
" ""20000""",Kansas,4,SAPCE2,17,...,   Transportation services,Dollars,653,671,705,733,717,685,718,760,801,822,839,838,801,810,857,885,902,936,960,1004,1039,1095,1165,932
" ""20000""",Kansas,4,SAPCE2,18,...,   Recreation services,Dollars,577,641,783,930,962,1114,1229,1325,1324,1426,1622,1612,1494,1386,1373,1384,1353,1311,1281,1240,1218,1277,1319,1024
" ""20000""",Kansas,4,SAPCE2,19,...,   Food services and accommodations,Dollars,1122,1154,1176,1235,1257,1286,1363,1475,1536,1645,1663,1703,1712,1738,1800,1873,1905,1982,2095,2136,2197,2257,2331,2050
" ""20000""",Kansas,4,SAPCE2,20,...,   Financial services and insurance,Dollars,1355,1416,1501,1648,1598,1614,1704,1818,1981,2119,2300,2355,2195,2284,2356,2318,2418,2573,2741,2854,3130,3394,3460,3507
" ""20000""",Kansas,4,SAPCE2,21,...,   Other services,Dollars,1770,2004,2180,2440,2608,2695,2793,2917,3051,3245,3365,3385,3247,3292,3288,3196,3228,3361,3416,3403,3523,3655,3812,3471
" ""20000""",Kansas,4,SAPCE2,22,...,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),Dollars,302,386,485,540,573,575,615,635,569,698,644,763,768,771,844,918,911,931,931,1007,1061,1126,1111,1351
" ""20000""",Kansas,4,SAPCE2,23,...,   Gross output of nonprofit institutions,Dollars,1685,1806,1999,2131,2230,2315,2397,2549,2581,2865,2873,3041,3141,3216,3361,3501,3545,3669,3826,4052,4176,4328,4488,4558
" ""20000""",Kansas,4,SAPCE2,24,...,   Less: Receipts from sales of goods and services by nonprofit institutions,Dollars,1383,1420,1514,1591,1657,1741,1782,1914,2012,2167,2229,2278,2374,2444,2518,2583,2634,2738,2894,3044,3115,3202,3377,3206
" ""21000""",Kentucky,5,SAPCE2,1,...,Per capita personal consumption expenditures,Dollars,17557,18422,19469,20684,21318,22018,22934,24134,25350,26454,27107,27816,27642,28464,29491,29985,30453,31438,32364,33457,34601,36017,36935,36574
" ""21000""",Kentucky,5,SAPCE2,2,..., Goods,Dollars,6989,7245,7802,8254,8316,8523,8869,9396,9760,10234,10424,10501,10134,10502,11029,11268,11299,11542,11697,11915,12330,12755,12879,13441
" ""21000""",Kentucky,5,SAPCE2,3,...,  Durable goods,Dollars,2347,2488,2683,2794,2758,2888,2933,3051,3050,3063,3107,2821,2686,2794,2889,3054,3089,3166,3403,3521,3568,3714,3771,4080
" ""21000""",Kentucky,5,SAPCE2,4,...,   Motor vehicles and parts,Dollars,1050,1125,1212,1220,1221,1273,1266,1272,1228,1158,1167,1007,973,1076,1107,1189,1221,1270,1400,1437,1465,1525,1510,1599
" ""21000""",Kentucky,5,SAPCE2,5,...,   Furnishings and durable household equipment,Dollars,526,555,592,628,615,657,673,713,738,746,747,683,640,643,645,676,682,690,732,772,804,859,896,992
" ""21000""",Kentucky,5,SAPCE2,6,...,   Recreational goods and vehicles,Dollars,494,512,557,608,592,616,636,686,689,726,735,677,627,612,644,690,691,698,756,799,793,811,841,974
" ""21000""",Kentucky,5,SAPCE2,7,...,   Other durable goods,Dollars,277,295,321,338,331,343,357,379,396,432,458,453,445,464,493,499,495,508,516,514,507,520,524,514
" ""21000""",Kentucky,5,SAPCE2,8,...,  Nondurable goods,Dollars,4642,4757,5119,5460,5557,5635,5936,6345,6710,7171,7317,7680,7449,7707,8141,8214,8210,8375,8293,8394,8762,9041,9108,9361
" ""21000""",Kentucky,5,SAPCE2,9,...,   Food and beverages purchased for off-premises consumption,Dollars,1714,1776,1869,1921,1970,1993,2067,2196,2285,2353,2441,2566,2650,2668,2756,2829,2818,2910,3002,3096,3215,3248,3263,3581
" ""21000""",Kentucky,5,SAPCE2,10,...,   Clothing and footwear,Dollars,714,742,788,798,787,779,788,788,804,837,828,803,774,782,806,811,808,832,854,876,885,893,893,858
" ""21000""",Kentucky,5,SAPCE2,11,...,   Gasoline and other energy goods,Dollars,634,565,614,771,725,687,815,957,1153,1383,1363,1562,1144,1327,1611,1598,1564,1479,1118,987,1099,1236,1168,849
" ""21000""",Kentucky,5,SAPCE2,12,...,   Other nondurable goods,Dollars,1580,1673,1849,1970,2075,2175,2266,2404,2468,2597,2685,2749,2881,2930,2967,2976,3020,3153,3319,3435,3563,3663,3785,4073
" ""21000""",Kentucky,5,SAPCE2,13,..., Services,Dollars,10568,11177,11668,12430,13003,13495,14066,14738,15590,16221,16682,17315,17508,17962,18462,18717,19154,19896,20668,21542,22270,23261,24056,23133
" ""21000""",Kentucky,5,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,10191,10714,11203,11897,12443,12928,13457,14145,14953,15456,15944,16473,16649,17091,17535,17753,18144,18870,19623,20446,21132,22072,22863,21755
" ""21000""",Kentucky,5,SAPCE2,15,...,   Housing and utilities,Dollars,2883,3009,3140,3334,3559,3655,3775,3972,4248,4350,4473,4758,4831,4952,5033,5020,5199,5341,5386,5522,5650,5907,6045,6237
" ""21000""",Kentucky,5,SAPCE2,16,...,   Health care,Dollars,2787,2931,3027,3173,3445,3716,3853,4064,4322,4511,4670,4775,4997,5127,5279,5363,5463,5678,6058,6420,6558,6720,6978,6561
" ""21000""",Kentucky,5,SAPCE2,17,...,   Transportation services,Dollars,592,631,666,701,660,657,671,672,681,669,679,676,617,605,643,637,637,655,672,714,748,801,856,712
" ""21000""",Kentucky,5,SAPCE2,18,...,   Recreation services,Dollars,526,539,566,594,598,619,655,696,711,742,780,804,811,824,824,874,896,943,982,1032,1100,1134,1173,936
" ""21000""",Kentucky,5,SAPCE2,19,...,   Food services and accommodations,Dollars,1122,1161,1193,1255,1272,1302,1366,1460,1531,1607,1644,1679,1706,1752,1815,1890,1902,1986,2087,2155,2213,2280,2374,2038
" ""21000""",Kentucky,5,SAPCE2,20,...,   Financial services and insurance,Dollars,1068,1157,1243,1377,1372,1401,1459,1528,1621,1647,1686,1699,1559,1658,1740,1781,1859,2031,2179,2297,2510,2761,2799,2853
" ""21000""",Kentucky,5,SAPCE2,21,...,   Other services,Dollars,1213,1285,1369,1464,1536,1578,1678,1754,1838,1931,2012,2083,2128,2174,2202,2188,2187,2236,2259,2306,2353,2468,2638,2418
" ""21000""",Kentucky,5,SAPCE2,22,...,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),Dollars,377,463,464,533,560,568,609,592,637,764,739,842,859,872,927,964,1010,1026,1045,1096,1138,1190,1193,1378
" ""21000""",Kentucky,5,SAPCE2,23,...,   Gross output of nonprofit institutions,Dollars,1565,1734,1753,1884,1972,2059,2161,2237,2394,2648,2677,2816,2925,3010,3112,3208,3294,3340,3554,3743,3812,3915,4046,4062
" ""21000""",Kentucky,5,SAPCE2,24,...,   Less: Receipts from sales of goods and services by nonprofit institutions,Dollars,1189,1271,1289,1351,1412,1491,1553,1645,1757,1884,1938,1974,2067,2138,2185,2244,2284,2315,2509,2647,2674,2726,2852,2684
" ""22000""",Louisiana,5,SAPCE2,1,...,Per capita personal consumption expenditures,Dollars,16984,17826,18651,19591,20371,21050,22145,23250,24190,27330,28407,29153,28669,29546,30583,31242,31906,32971,33713,34301,35381,36753,37894,37354
" ""22000""",Louisiana,5,SAPCE2,2,..., Goods,Dollars,6582,6852,7229,7542,7710,7954,8403,8797,9161,10657,11001,10992,10488,10777,11380,11731,11902,12092,12125,12094,12379,12755,12898,13212
" ""22000""",Louisiana,5,SAPCE2,3,...,  Durable goods,Dollars,2217,2394,2533,2609,2706,2881,3007,3132,3253,3789,3821,3469,3206,3247,3394,3558,3672,3737,3897,3870,3928,4055,4084,4353
" ""22000""",Louisiana,5,SAPCE2,4,...,   Motor vehicles and parts,Dollars,1055,1172,1245,1263,1337,1405,1440,1443,1467,1584,1565,1296,1232,1330,1420,1552,1642,1698,1801,1767,1769,1818,1800,1924
" ""22000""",Louisiana,5,SAPCE2,5,...,   Furnishings and durable household equipment,Dollars,515,545,579,603,624,667,700,741,774,995,980,895,818,798,811,829,843,856,897,925,983,1027,1040,1119
" ""22000""",Louisiana,5,SAPCE2,6,...,   Recreational goods and vehicles,Dollars,401,412,425,442,452,500,539,601,664,809,847,852,744,698,721,727,728,713,718,705,711,736,767,854
" ""22000""",Louisiana,5,SAPCE2,7,...,   Other durable goods,Dollars,246,264,284,300,293,309,328,348,349,400,428,426,412,420,443,450,458,470,481,473,467,475,477,456
" ""22000""",Louisiana,5,SAPCE2,8,...,  Nondurable goods,Dollars,4365,4458,4695,4933,5004,5073,5396,5665,5908,6869,7180,7523,7283,7530,7986,8173,8230,8355,8229,8223,8450,8700,8814,8859
" ""22000""",Louisiana,5,SAPCE2,9,...,   Food and beverages purchased for off-premises consumption,Dollars,1746,1777,1831,1851,1881,1881,1961,2022,2064,2304,2375,2454,2487,2458,2535,2599,2635,2700,2779,2811,2857,2901,2943,3241
" ""22000""",Louisiana,5,SAPCE2,10,...,   Clothing and footwear,Dollars,754,796,826,837,833,838,863,877,883,993,1006,1000,970,976,999,1008,1019,1040,1052,1061,1052,1064,1057,993
" ""22000""",Louisiana,5,SAPCE2,11,...,   Gasoline and other energy goods,Dollars,537,487,517,647,606,565,651,749,903,1160,1270,1453,1102,1306,1593,1621,1587,1482,1108,992,1090,1205,1150,811
" ""22000""",Louisiana,5,SAPCE2,12,...,   Other nondurable goods,Dollars,1327,1398,1522,1599,1683,1788,1921,2017,2059,2412,2528,2615,2723,2790,2860,2945,2990,3134,3289,3359,3452,3530,3663,3815
" ""22000""",Louisiana,5,SAPCE2,13,..., Services,Dollars,10402,10974,11423,12050,12662,13096,13742,14453,15028,16672,17407,18161,18180,18769,19202,19512,20004,20879,21588,22207,23003,23998,24996,24141
" ""22000""",Louisiana,5,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,10162,10670,11083,11697,12256,12637,13280,13970,14584,16162,16919,17556,17573,18167,18569,18826,19313,20161,20888,21465,22230,23198,24206,23194
" ""22000""",Louisiana,5,SAPCE2,15,...,   Housing and utilities,Dollars,2858,2984,3109,3298,3523,3523,3667,3813,4037,4493,4722,5012,4992,5144,5228,5248,5424,5609,5685,5817,5928,6186,6412,6639
" ""22000""",Louisiana,5,SAPCE2,16,...,   Health care,Dollars,2834,2895,2943,3024,3269,3532,3728,3975,4110,4456,4664,4857,5079,5201,5281,5331,5414,5695,6043,6282,6440,6588,7001,6742
" ""22000""",Louisiana,5,SAPCE2,17,...,   Transportation services,Dollars,504,545,562,599,596,567,563,561,547,621,648,651,626,651,685,705,756,795,806,814,834,866,911,737
" ""22000""",Louisiana,5,SAPCE2,18,...,   Recreation services,Dollars,527,538,562,588,601,621,665,710,739,834,876,905,884,914,907,949,976,1014,1058,1075,1124,1158,1183,894
" ""22000""",Louisiana,5,SAPCE2,19,...,   Food services and accommodations,Dollars,1099,1164,1225,1320,1351,1416,1505,1599,1644,1824,1938,1989,2009,2120,2195,2259,2328,2465,2617,2639,2706,2820,2888,2344
" ""22000""",Louisiana,5,SAPCE2,20,...,   Financial services and insurance,Dollars,1118,1203,1279,1406,1382,1412,1515,1627,1774,2002,2085,2108,1955,2085,2196,2230,2279,2381,2454,2540,2778,3086,3144,3261
" ""22000""",Louisiana,5,SAPCE2,21,...,   Other services,Dollars,1222,1341,1404,1461,1536,1567,1637,1685,1733,1931,1986,2034,2027,2052,2076,2105,2136,2200,2225,2298,2418,2495,2667,2578
" ""22000""",Louisiana,5,SAPCE2,22,...,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),Dollars,240,304,340,352,405,459,462,483,444,510,488,606,608,603,633,685,690,718,700,743,773,800,791,948
" ""22000""",Louisiana,5,SAPCE2,23,...,   Gross output of nonprofit institutions,Dollars,1167,1306,1378,1422,1544,1684,1665,1776,1799,2059,2030,2179,2236,2268,2323,2416,2457,2671,2786,2912,2951,3017,3163,3231
" ""22000""",Louisiana,5,SAPCE2,24,...,   Less: Receipts from sales of goods and services by nonprofit institutions,Dollars,927,1002,1038,1069,1139,1226,1203,1293,1355,1549,1542,1574,1629,1665,1690,1730,1766,1952,2086,2169,2178,2217,2373,2283
" ""23000""",Maine,1,SAPCE2,1,...,Per capita personal consumption expenditures,Dollars,20298,21507,22932,24405,25620,26885,28201,29715,31274,32565,33702,34596,34505,35643,36785,37181,37873,39023,40131,41166,43115,44836,46167,45272
" ""23000""",Maine,1,SAPCE2,2,..., Goods,Dollars,7341,7750,8458,8918,9288,9691,10112,10636,11105,11450,11839,11959,11484,11936,12358,12418,12690,13131,13110,13349,13967,14577,15011,15675
" ""23000""",Maine,1,SAPCE2,3,...,  Durable goods,Dollars,2359,2581,2895,3011,3191,3404,3513,3619,3672,3671,3773,3548,3420,3482,3517,3536,3650,3820,3996,4121,4273,4455,4571,5000
" ""23000""",Maine,1,SAPCE2,4,...,   Motor vehicles and parts,Dollars,1078,1163,1307,1321,1391,1475,1515,1519,1463,1362,1365,1205,1211,1293,1329,1388,1431,1526,1652,1671,1716,1796,1805,1972
" ""23000""",Maine,1,SAPCE2,5,...,   Furnishings and durable household equipment,Dollars,491,539,602,643,686,738,743,790,848,887,908,884,825,826,824,828,867,909,934,984,1032,1101,1151,1271
" ""23000""",Maine,1,SAPCE2,6,...,   Recreational goods and vehicles,Dollars,530,601,695,744,808,865,916,942,966,987,1029,1004,942,906,898,859,883,905,900,938,992,1021,1064,1228
" ""23000""",Maine,1,SAPCE2,7,...,   Other durable goods,Dollars,261,279,291,302,306,326,339,369,396,435,472,454,443,458,466,461,469,481,511,529,534,538,550,529
" ""23000""",Maine,1,SAPCE2,8,...,  Nondurable goods,Dollars,4981,5169,5563,5907,6097,6287,6599,7017,7433,7779,8066,8411,8063,8454,8841,8882,9040,9311,9114,9228,9694,10122,10440,10675
" ""23000""",Maine,1,SAPCE2,9,...,   Food and beverages purchased for off-premises consumption,Dollars,1933,1977,2097,2188,2279,2317,2377,2472,2594,2689,2791,2900,3000,3047,3092,3182,3239,3362,3381,3446,3581,3709,3869,4338
" ""23000""",Maine,1,SAPCE2,10,...,   Clothing and footwear,Dollars,860,892,929,950,936,935,926,958,973,989,988,970,943,962,951,953,964,971,974,976,963,970,980,873
" ""23000""",Maine,1,SAPCE2,11,...,   Gasoline and other energy goods,Dollars,634,587,637,807,794,787,949,1134,1380,1535,1626,1832,1338,1572,1899,1835,1819,1781,1388,1220,1422,1625,1582,1132
" ""23000""",Maine,1,SAPCE2,12,...,   Other nondurable goods,Dollars,1554,1713,1900,1962,2088,2247,2347,2453,2485,2567,2661,2709,2782,2873,2899,2912,3018,3197,3371,3585,3728,3818,4010,4331
" ""23000""",Maine,1,SAPCE2,13,..., Services,Dollars,12957,13757,14474,15488,16332,17194,18089,19079,20169,21115,21864,22637,23021,23707,24427,24763,25182,25891,27020,27818,29148,30259,31156,29597
" ""23000""",Maine,1,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,12269,12981,13606,14579,15320,16075,16888,17886,18899,19705,20465,21118,21408,22050,22669,22935,23342,24020,25100,25777,26975,28005,28849,27081
" ""23000""",Maine,1,SAPCE2,15,...,   Housing and utilities,Dollars,3713,3917,4107,4344,4632,4800,4949,5181,5568,5754,6012,6269,6437,6529,6644,6690,6860,7016,7268,7333,7718,8006,8220,8537
" ""23000""",Maine,1,SAPCE2,16,...,   Health care,Dollars,2972,3162,3318,3548,3828,4144,4378,4738,5039,5303,5609,5881,6103,6325,6599,6686,6760,6996,7447,7704,7950,8095,8302,7851
" ""23000""",Maine,1,SAPCE2,17,...,   Transportation services,Dollars,572,609,649,683,699,688,731,774,809,833,857,889,877,864,889,889,941,1000,1064,1129,1178,1254,1293,1024
" ""23000""",Maine,1,SAPCE2,18,...,   Recreation services,Dollars,706,755,776,830,863,922,960,1001,1041,1098,1141,1169,1182,1255,1282,1373,1417,1445,1511,1591,1684,1787,1842,1368
" ""23000""",Maine,1,SAPCE2,19,...,   Food services and accommodations,Dollars,1223,1271,1337,1452,1492,1572,1664,1774,1843,1935,1978,2014,2029,2133,2194,2267,2356,2490,2641,2774,2951,3104,3251,2501
" ""23000""",Maine,1,SAPCE2,20,...,   Financial services and insurance,Dollars,1312,1401,1506,1668,1615,1638,1746,1861,1988,2052,2113,2118,1961,2090,2195,2226,2299,2407,2500,2509,2649,2804,2761,2753
" ""23000""",Maine,1,SAPCE2,21,...,   Other services,Dollars,1771,1866,1912,2054,2191,2311,2460,2557,2611,2729,2755,2778,2820,2853,2866,2804,2708,2666,2668,2736,2844,2954,3181,3046
" ""23000""",Maine,1,SAPCE2,22,...,  Final consumption expenditures of nonprofit institutions serving households (NPISHs),Dollars,688,776,868,908,1012,1120,1201,1193,1270,1410,1399,1518,1613,1657,1757,1827,1841,1871,1921,2040,2173,2254,2306,2516
" ""23000""",Maine,1,SAPCE2,23,...,   Gross output of nonprofit institutions,Dollars,2180,2323,2461,2515,2725,2988,3127,3226,3437,3652,3687,3870,4096,4239,4430,4591,4654,4781,4957,5095,5313,5425,5642,5691
" ""23000""",Maine,1,SAPCE2,24,...,   Less: Receipts from sales of goods and services by nonprofit institutions,Dollars,1491,1547,1593,1607,1713,1868,1927,2033,2166,2242,2289,2351,2482,2582,2673,2764,2814,2910,3037,3055,3139,3171,3335,3174
" ""24000""",Maryland,2,SAPCE2,1,...,Per capita personal consumption expenditures,Dollars,22042,23185,24489,26292,27419,28281,29546,31226,33143,34923,36336,37169,36483,37346,38498,39197,39738,40759,41579,42527,43779,45345,46382,44331
" ""24000""",Maryland,2,SAPCE2,2,..., Goods,Dollars,8056,8471,8990,9625,9906,10099,10450,11128,11637,12106,12353,11973,11271,11616,12067,12410,12383,12543,12590,12614,12941,13301,13558,13848
" ""24000""",Maryland,2,SAPCE2,3,...,  Durable goods,Dollars,2843,3067,3332,3585,3708,3902,4035,4299,4398,4430,4462,3998,3668,3762,3850,4032,3997,4027,4174,4206,4257,4355,4478,4650
" ""24000""",Maryland,2,SAPCE2,4,...,   Motor vehicles and parts,Dollars,1115,1183,1288,1380,1469,1547,1555,1565,1538,1456,1460,1224,1128,1217,1259,1368,1380,1409,1486,1478,1480,1508,1485,1492
" ""24000""",Maryland,2,SAPCE2,5,...,   Furnishings and durable household equipment,Dollars,620,658,720,765,809,872,905,1007,1063,1093,1068,965,868,864,868,884,874,892,939,960,988,1015,1038,1096
" ""24000""",Maryland,2,SAPCE2,6,...,   Recreational goods and vehicles,Dollars,741,821,887,968,966,997,1071,1184,1232,1277,1306,1200,1081,1080,1094,1139,1109,1082,1075,1102,1115,1155,1266,1414
" ""24000""",Maryland,2,SAPCE2,7,...,   Other durable goods,Dollars,367,404,438,472,465,485,503,544,565,604,628,608,590,602,630,642,635,643,674,665,673,678,690,648
" ""24000""",Maryland,2,SAPCE2,8,...,  Nondurable goods,Dollars,5213,5404,5657,6040,6198,6197,6415,6829,7239,7676,7891,7975,7604,7854,8217,8378,8386,8516,8416,8408,8685,8946,9079,9198
" ""24000""",Maryland,2,SAPCE2,9,...,   Food and beverages purchased for off-premises consumption,Dollars,1805,1842,1898,1992,2056,2055,2114,2204,2300,2400,2495,2556,2551,2597,2675,2683,2693,2746,2742,2753,2806,2844,2871,3150
" ""24000""",Maryland,2,SAPCE2,10,...,   Clothing and footwear,Dollars,1006,1069,1103,1124,1120,1103,1089,1146,1202,1234,1210,1170,1125,1135,1168,1202,1192,1208,1227,1204,1217,1228,1227,1065
" ""24000""",Maryland,2,SAPCE2,11,...,   Gasoline and other energy goods,Dollars,529,457,497,623,607,584,699,818,977,1105,1187,1260,913,1031,1186,1243,1243,1184,906,806,885,1018,949,700
" ""24000""",Maryland,2,SAPCE2,12,...,   Other nondurable goods,Dollars,1872,2036,2159,2301,2414,2455,2512,2661,2761,2937,2999,2988,3015,3091,3188,3250,3258,3378,3541,3645,3777,3857,4032,4283
" ""24000""",Maryland,2,SAPCE2,13,..., Services,Dollars,13986,14713,15500,16667,17513,18182,19097,20097,21506,22818,23983,25196,25212,25730,26432,26787,27355,28216,28990,29913,30838,32044,32824,30483
" ""24000""",Maryland,2,SAPCE2,14,...,  Household consumption expenditures (for services),Dollars,13707,14430,15153,16267,17074,17639,18541,19619,20884,22042,23180,24209,24229,24689,25308,25551,26106,26915,27712,28533,29401,30480,31368,28721
" ""24000""",Maryland,2,SAPCE2,15,...,   Housing and utilities,Dollars,4263,4464,4661,4913,5216,5312,5525,5755,6172,6559,6940,7456,7595,7563,7760,7782,8066,8182,8247,8403,8537,8836,9054,9289
" ""24000""",Maryland,2,SAPCE2,16,...,   Health care,Dollars,3033,3150,3222,3422,3718,4010,4258,4559,4831,5053,5346,5629,5845,6022,6195,6278,6282,6514,6859,7093,7283,7438,7723,7186
" ""24000""",Maryland,2,SAPCE2,17,...,   Transportation services,Dollars,762,797,853,930,947,926,971,1008,1037,1068,1074,1080,1049,1097,1152,1178,1231,1286,1336,1411,1465,1533,1578,1191
" ""24000""",Maryland,2,SAPCE2,18,...,   Recreation services,Dollars,790,824,865,935,974,1028,1081,1152,1203,1261,1314,1353,1372,1406,1384,1409,1492,1550,1618,1717,1784,1831,1828,1275
" ""24000""",Maryland,2,SAPCE2,19,...,   Food services and accommodations,Dollars,1281,1322,1404,1452,1522,1574,1632,1755,1875,2002,2105,2176,2148,2180,2250,2346,2406,2501,2659,2794,2947,3062,3201,2451
